prospect_firma,prospect_url,partner_name,partner_evaluation_score,partner_avg_leads,match_score,overlap_type
Pricefx,https://www.pricefx.com/,vemeto GmbH,43,1,2.65,HORIZONTAL
SobIT GmbH,sobit.at,CareLend,47,3,2.85,HORIZONTAL
SobIT GmbH,sobit.at,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
SobIT GmbH,sobit.at,HRlab,45,2,2.75,HORIZONTAL
SobIT GmbH,sobit.at,Tap to Tie,44,2,2.7,HORIZONTAL
SobIT GmbH,sobit.at,vemeto GmbH,43,1,2.65,HORIZONTAL
qado,qado.de,CareLend,47,3,2.85,HORIZONTAL
qado,qado.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
qado,qado.de,HRlab,45,2,2.75,HORIZONTAL
qado,qado.de,Tap to Tie,44,2,2.7,HORIZONTAL
qado,qado.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Candis GmbH,candis.io,CareLend,47,3,2.85,HORIZONTAL
Candis GmbH,candis.io,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Candis GmbH,candis.io,HRlab,45,2,2.75,HORIZONTAL
Candis GmbH,candis.io,Tap to Tie,44,2,2.7,HORIZONTAL
Candis GmbH,candis.io,vemeto GmbH,43,1,2.65,HORIZONTAL
FrachtGefährten,frachtgefaehrten.de,CareLend,47,3,2.85,HORIZONTAL
FrachtGefährten,frachtgefaehrten.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
FrachtGefährten,frachtgefaehrten.de,HRlab,45,2,2.75,HORIZONTAL
FrachtGefährten,frachtgefaehrten.de,Tap to Tie,44,2,2.7,HORIZONTAL
FrachtGefährten,frachtgefaehrten.de,vemeto GmbH,43,1,2.65,HORIZONTAL
DeepDrive,www.deepdrive.tech,CareLend,47,3,2.85,HORIZONTAL
DeepDrive,www.deepdrive.tech,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
DeepDrive,www.deepdrive.tech,HRlab,45,2,2.75,HORIZONTAL
DeepDrive,www.deepdrive.tech,Tap to Tie,44,2,2.7,HORIZONTAL
DeepDrive,www.deepdrive.tech,vemeto GmbH,43,1,2.65,HORIZONTAL
notarity,https://notarity.com,CareLend,47,3,2.85,HORIZONTAL
notarity,https://notarity.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
notarity,https://notarity.com,HRlab,45,2,2.75,HORIZONTAL
notarity,https://notarity.com,Tap to Tie,44,2,2.7,HORIZONTAL
notarity,https://notarity.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Alugha GmbH,alugha.com,CareLend,47,3,2.85,HORIZONTAL
Alugha GmbH,alugha.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Alugha GmbH,alugha.com,HRlab,45,2,2.75,HORIZONTAL
Alugha GmbH,alugha.com,Tap to Tie,44,2,2.7,HORIZONTAL
Alugha GmbH,alugha.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Davitec GmbH,davitec.de,CareLend,47,3,2.85,HORIZONTAL
Davitec GmbH,davitec.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Davitec GmbH,davitec.de,HRlab,45,2,2.75,HORIZONTAL
Davitec GmbH,davitec.de,Tap to Tie,44,2,2.7,HORIZONTAL
Davitec GmbH,davitec.de,vemeto GmbH,43,1,2.65,HORIZONTAL
auxalia,auxalia.com,CareLend,47,3,2.85,HORIZONTAL
auxalia,auxalia.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
auxalia,auxalia.com,HRlab,45,2,2.75,HORIZONTAL
auxalia,auxalia.com,Tap to Tie,44,2,2.7,HORIZONTAL
auxalia,auxalia.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Inhubber GmbH,www.inhubber.com,CareLend,47,3,2.85,HORIZONTAL
Inhubber GmbH,www.inhubber.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Inhubber GmbH,www.inhubber.com,HRlab,45,2,2.75,HORIZONTAL
Inhubber GmbH,www.inhubber.com,Tap to Tie,44,2,2.7,HORIZONTAL
Inhubber GmbH,www.inhubber.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Novartis Deutschland,novartis.de,CareLend,47,3,2.85,HORIZONTAL
Novartis Deutschland,novartis.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Novartis Deutschland,novartis.de,HRlab,45,2,2.75,HORIZONTAL
Novartis Deutschland,novartis.de,Tap to Tie,44,2,2.7,HORIZONTAL
Novartis Deutschland,novartis.de,vemeto GmbH,43,1,2.65,HORIZONTAL
medidoc,medidoc.de,CareLend,47,3,2.85,HORIZONTAL
medidoc,medidoc.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
medidoc,medidoc.de,HRlab,45,2,2.75,HORIZONTAL
medidoc,medidoc.de,Tap to Tie,44,2,2.7,HORIZONTAL
medidoc,medidoc.de,vemeto GmbH,43,1,2.65,HORIZONTAL
ELO Digital Office GmbH,elo.com,CareLend,47,3,2.85,HORIZONTAL
ELO Digital Office GmbH,elo.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
ELO Digital Office GmbH,elo.com,HRlab,45,2,2.75,HORIZONTAL
ELO Digital Office GmbH,elo.com,Tap to Tie,44,2,2.7,HORIZONTAL
ELO Digital Office GmbH,elo.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Block Optic Design GmbH,block-optic.com,CareLend,47,3,2.85,HORIZONTAL
Block Optic Design GmbH,block-optic.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Block Optic Design GmbH,block-optic.com,HRlab,45,2,2.75,HORIZONTAL
Block Optic Design GmbH,block-optic.com,Tap to Tie,44,2,2.7,HORIZONTAL
Block Optic Design GmbH,block-optic.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Cambrium,cambrium.bio,CareLend,47,3,2.85,HORIZONTAL
Cambrium,cambrium.bio,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Cambrium,cambrium.bio,HRlab,45,2,2.75,HORIZONTAL
Cambrium,cambrium.bio,Tap to Tie,44,2,2.7,HORIZONTAL
Cambrium,cambrium.bio,vemeto GmbH,43,1,2.65,HORIZONTAL
health learning,https://health-learning.ch/,CareLend,47,3,2.85,HORIZONTAL
health learning,https://health-learning.ch/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
health learning,https://health-learning.ch/,HRlab,45,2,2.75,HORIZONTAL
health learning,https://health-learning.ch/,Tap to Tie,44,2,2.7,HORIZONTAL
health learning,https://health-learning.ch/,vemeto GmbH,43,1,2.65,HORIZONTAL
Heinrich Buhl GmbH,heinrich-buhl.de,CareLend,47,3,2.85,HORIZONTAL
Heinrich Buhl GmbH,heinrich-buhl.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Heinrich Buhl GmbH,heinrich-buhl.de,HRlab,45,2,2.75,HORIZONTAL
Heinrich Buhl GmbH,heinrich-buhl.de,Tap to Tie,44,2,2.7,HORIZONTAL
Heinrich Buhl GmbH,heinrich-buhl.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Pro-Bau/S® AddOne,probau-s.de,CareLend,47,3,2.85,HORIZONTAL
Pro-Bau/S® AddOne,probau-s.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Pro-Bau/S® AddOne,probau-s.de,HRlab,45,2,2.75,HORIZONTAL
Pro-Bau/S® AddOne,probau-s.de,Tap to Tie,44,2,2.7,HORIZONTAL
Pro-Bau/S® AddOne,probau-s.de,vemeto GmbH,43,1,2.65,HORIZONTAL
innloft,https://innoloft.com/de,CareLend,47,3,2.85,HORIZONTAL
innloft,https://innoloft.com/de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
innloft,https://innoloft.com/de,HRlab,45,2,2.75,HORIZONTAL
innloft,https://innoloft.com/de,Tap to Tie,44,2,2.7,HORIZONTAL
innloft,https://innoloft.com/de,vemeto GmbH,43,1,2.65,HORIZONTAL
packVerde,pack-verde.com,CareLend,47,3,2.85,HORIZONTAL
packVerde,pack-verde.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
packVerde,pack-verde.com,HRlab,45,2,2.75,HORIZONTAL
packVerde,pack-verde.com,Tap to Tie,44,2,2.7,HORIZONTAL
packVerde,pack-verde.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Smart-Store GmbH,smart-store.de,CareLend,47,3,2.85,HORIZONTAL
Smart-Store GmbH,smart-store.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Smart-Store GmbH,smart-store.de,HRlab,45,2,2.75,HORIZONTAL
Smart-Store GmbH,smart-store.de,Tap to Tie,44,2,2.7,HORIZONTAL
Smart-Store GmbH,smart-store.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Bluebeam,https://www.bluebeam.com/de,CareLend,47,3,2.85,HORIZONTAL
Bluebeam,https://www.bluebeam.com/de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Bluebeam,https://www.bluebeam.com/de,HRlab,45,2,2.75,HORIZONTAL
Bluebeam,https://www.bluebeam.com/de,Tap to Tie,44,2,2.7,HORIZONTAL
Bluebeam,https://www.bluebeam.com/de,vemeto GmbH,43,1,2.65,HORIZONTAL
HERO,https://hero-software.de/,CareLend,47,3,2.85,HORIZONTAL
HERO,https://hero-software.de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
HERO,https://hero-software.de/,HRlab,45,2,2.75,HORIZONTAL
HERO,https://hero-software.de/,Tap to Tie,44,2,2.7,HORIZONTAL
HERO,https://hero-software.de/,vemeto GmbH,43,1,2.65,HORIZONTAL
synedra information technologies GmbH,synedra.com,CareLend,47,3,2.85,HORIZONTAL
synedra information technologies GmbH,synedra.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
synedra information technologies GmbH,synedra.com,HRlab,45,2,2.75,HORIZONTAL
synedra information technologies GmbH,synedra.com,Tap to Tie,44,2,2.7,HORIZONTAL
synedra information technologies GmbH,synedra.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Herma GmbH,herma.de,CareLend,47,3,2.85,HORIZONTAL
Herma GmbH,herma.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Herma GmbH,herma.de,HRlab,45,2,2.75,HORIZONTAL
Herma GmbH,herma.de,Tap to Tie,44,2,2.7,HORIZONTAL
Herma GmbH,herma.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Crif,https://www.crif.de,CareLend,47,3,2.85,HORIZONTAL
Crif,https://www.crif.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Crif,https://www.crif.de,HRlab,45,2,2.75,HORIZONTAL
Crif,https://www.crif.de,Tap to Tie,44,2,2.7,HORIZONTAL
Crif,https://www.crif.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Stammaum,www.stumbaum.com,CareLend,47,3,2.85,HORIZONTAL
Stammaum,www.stumbaum.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Stammaum,www.stumbaum.com,HRlab,45,2,2.75,HORIZONTAL
Stammaum,www.stumbaum.com,Tap to Tie,44,2,2.7,HORIZONTAL
Stammaum,www.stumbaum.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Acotherm GmbH,https://www.acotherm.de,CareLend,47,3,2.85,HORIZONTAL
Acotherm GmbH,https://www.acotherm.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Acotherm GmbH,https://www.acotherm.de,HRlab,45,2,2.75,HORIZONTAL
Acotherm GmbH,https://www.acotherm.de,Tap to Tie,44,2,2.7,HORIZONTAL
Acotherm GmbH,https://www.acotherm.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Confiserieauer,https://www.confiserieauer.ch,CareLend,47,3,2.85,HORIZONTAL
Confiserieauer,https://www.confiserieauer.ch,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Confiserieauer,https://www.confiserieauer.ch,HRlab,45,2,2.75,HORIZONTAL
Confiserieauer,https://www.confiserieauer.ch,Tap to Tie,44,2,2.7,HORIZONTAL
Confiserieauer,https://www.confiserieauer.ch,vemeto GmbH,43,1,2.65,HORIZONTAL
UltiHash,ultihash.io,CareLend,47,3,2.85,HORIZONTAL
UltiHash,ultihash.io,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
UltiHash,ultihash.io,HRlab,45,2,2.75,HORIZONTAL
UltiHash,ultihash.io,Tap to Tie,44,2,2.7,HORIZONTAL
UltiHash,ultihash.io,vemeto GmbH,43,1,2.65,HORIZONTAL
Claus Mayer Verpackungen,pm-mayer.de,CareLend,47,3,2.85,HORIZONTAL
Claus Mayer Verpackungen,pm-mayer.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Claus Mayer Verpackungen,pm-mayer.de,HRlab,45,2,2.75,HORIZONTAL
Claus Mayer Verpackungen,pm-mayer.de,Tap to Tie,44,2,2.7,HORIZONTAL
Claus Mayer Verpackungen,pm-mayer.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Orderlion,orderlion.com,CareLend,47,3,2.85,HORIZONTAL
Orderlion,orderlion.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Orderlion,orderlion.com,HRlab,45,2,2.75,HORIZONTAL
Orderlion,orderlion.com,Tap to Tie,44,2,2.7,HORIZONTAL
Orderlion,orderlion.com,vemeto GmbH,43,1,2.65,HORIZONTAL
med3 GmbH,med3.de,CareLend,47,3,2.85,HORIZONTAL
med3 GmbH,med3.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
med3 GmbH,med3.de,HRlab,45,2,2.75,HORIZONTAL
med3 GmbH,med3.de,Tap to Tie,44,2,2.7,HORIZONTAL
med3 GmbH,med3.de,vemeto GmbH,43,1,2.65,HORIZONTAL
frischli Milchwerke GmbH,frischli.de,CareLend,47,3,2.85,HORIZONTAL
frischli Milchwerke GmbH,frischli.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
frischli Milchwerke GmbH,frischli.de,HRlab,45,2,2.75,HORIZONTAL
frischli Milchwerke GmbH,frischli.de,Tap to Tie,44,2,2.7,HORIZONTAL
frischli Milchwerke GmbH,frischli.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Commercetools,https://commercetools.com/de/,CareLend,47,3,2.85,HORIZONTAL
Commercetools,https://commercetools.com/de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Commercetools,https://commercetools.com/de/,HRlab,45,2,2.75,HORIZONTAL
Commercetools,https://commercetools.com/de/,Tap to Tie,44,2,2.7,HORIZONTAL
Commercetools,https://commercetools.com/de/,vemeto GmbH,43,1,2.65,HORIZONTAL
humanvision ag,humanvision.ch,CareLend,47,3,2.85,HORIZONTAL
humanvision ag,humanvision.ch,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
humanvision ag,humanvision.ch,HRlab,45,2,2.75,HORIZONTAL
humanvision ag,humanvision.ch,Tap to Tie,44,2,2.7,HORIZONTAL
humanvision ag,humanvision.ch,vemeto GmbH,43,1,2.65,HORIZONTAL
Right Point GmbH,rightpoint.de,CareLend,47,3,2.85,HORIZONTAL
Right Point GmbH,rightpoint.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Right Point GmbH,rightpoint.de,HRlab,45,2,2.75,HORIZONTAL
Right Point GmbH,rightpoint.de,Tap to Tie,44,2,2.7,HORIZONTAL
Right Point GmbH,rightpoint.de,vemeto GmbH,43,1,2.65,HORIZONTAL
NEVARIS,https://www.nevaris.com/de,CareLend,47,3,2.85,HORIZONTAL
NEVARIS,https://www.nevaris.com/de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
NEVARIS,https://www.nevaris.com/de,HRlab,45,2,2.75,HORIZONTAL
NEVARIS,https://www.nevaris.com/de,Tap to Tie,44,2,2.7,HORIZONTAL
NEVARIS,https://www.nevaris.com/de,vemeto GmbH,43,1,2.65,HORIZONTAL
Freshfoodz,freshfoodz.de,CareLend,47,3,2.85,HORIZONTAL
Freshfoodz,freshfoodz.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Freshfoodz,freshfoodz.de,HRlab,45,2,2.75,HORIZONTAL
Freshfoodz,freshfoodz.de,Tap to Tie,44,2,2.7,HORIZONTAL
Freshfoodz,freshfoodz.de,vemeto GmbH,43,1,2.65,HORIZONTAL
JobRouter AG,jobrouter.com,CareLend,47,3,2.85,HORIZONTAL
JobRouter AG,jobrouter.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
JobRouter AG,jobrouter.com,HRlab,45,2,2.75,HORIZONTAL
JobRouter AG,jobrouter.com,Tap to Tie,44,2,2.7,HORIZONTAL
JobRouter AG,jobrouter.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Digando,www.digando.com,CareLend,47,3,2.85,HORIZONTAL
Digando,www.digando.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Digando,www.digando.com,HRlab,45,2,2.75,HORIZONTAL
Digando,www.digando.com,Tap to Tie,44,2,2.7,HORIZONTAL
Digando,www.digando.com,vemeto GmbH,43,1,2.65,HORIZONTAL
SOFTAGE,softage.de,CareLend,47,3,2.85,HORIZONTAL
SOFTAGE,softage.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
SOFTAGE,softage.de,HRlab,45,2,2.75,HORIZONTAL
SOFTAGE,softage.de,Tap to Tie,44,2,2.7,HORIZONTAL
SOFTAGE,softage.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Alpah Zukunft,https://www.alphazukunft.com/,CareLend,47,3,2.85,HORIZONTAL
Alpah Zukunft,https://www.alphazukunft.com/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Alpah Zukunft,https://www.alphazukunft.com/,HRlab,45,2,2.75,HORIZONTAL
Alpah Zukunft,https://www.alphazukunft.com/,Tap to Tie,44,2,2.7,HORIZONTAL
Alpah Zukunft,https://www.alphazukunft.com/,vemeto GmbH,43,1,2.65,HORIZONTAL
Valtech,https://www.valtech.com/,CareLend,47,3,2.85,HORIZONTAL
Valtech,https://www.valtech.com/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Valtech,https://www.valtech.com/,HRlab,45,2,2.75,HORIZONTAL
Valtech,https://www.valtech.com/,Tap to Tie,44,2,2.7,HORIZONTAL
Valtech,https://www.valtech.com/,vemeto GmbH,43,1,2.65,HORIZONTAL
wissner-bosserhoff GmbH,wi-bo.de,CareLend,47,3,2.85,HORIZONTAL
wissner-bosserhoff GmbH,wi-bo.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
wissner-bosserhoff GmbH,wi-bo.de,HRlab,45,2,2.75,HORIZONTAL
wissner-bosserhoff GmbH,wi-bo.de,Tap to Tie,44,2,2.7,HORIZONTAL
wissner-bosserhoff GmbH,wi-bo.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Thyssenkrupp Materials Services,thyssenkrupp-materials-services.com,CareLend,47,3,2.85,HORIZONTAL
Thyssenkrupp Materials Services,thyssenkrupp-materials-services.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Thyssenkrupp Materials Services,thyssenkrupp-materials-services.com,HRlab,45,2,2.75,HORIZONTAL
Thyssenkrupp Materials Services,thyssenkrupp-materials-services.com,Tap to Tie,44,2,2.7,HORIZONTAL
Thyssenkrupp Materials Services,thyssenkrupp-materials-services.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Contentful GmbH,contentful.com,CareLend,47,3,2.85,HORIZONTAL
Contentful GmbH,contentful.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Contentful GmbH,contentful.com,HRlab,45,2,2.75,HORIZONTAL
Contentful GmbH,contentful.com,Tap to Tie,44,2,2.7,HORIZONTAL
Contentful GmbH,contentful.com,vemeto GmbH,43,1,2.65,HORIZONTAL
SMC,https://www.smc.eu/de-de,CareLend,47,3,2.85,HORIZONTAL
SMC,https://www.smc.eu/de-de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
SMC,https://www.smc.eu/de-de,HRlab,45,2,2.75,HORIZONTAL
SMC,https://www.smc.eu/de-de,Tap to Tie,44,2,2.7,HORIZONTAL
SMC,https://www.smc.eu/de-de,vemeto GmbH,43,1,2.65,HORIZONTAL
Fritz Ruck Ophthalmologische Systeme GmbH,https://ruck-gmbh.de/,CareLend,47,3,2.85,HORIZONTAL
Fritz Ruck Ophthalmologische Systeme GmbH,https://ruck-gmbh.de/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Fritz Ruck Ophthalmologische Systeme GmbH,https://ruck-gmbh.de/,HRlab,45,2,2.75,HORIZONTAL
Fritz Ruck Ophthalmologische Systeme GmbH,https://ruck-gmbh.de/,Tap to Tie,44,2,2.7,HORIZONTAL
Fritz Ruck Ophthalmologische Systeme GmbH,https://ruck-gmbh.de/,vemeto GmbH,43,1,2.65,HORIZONTAL
Notarius,notarius.legal,CareLend,47,3,2.85,HORIZONTAL
Notarius,notarius.legal,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Notarius,notarius.legal,HRlab,45,2,2.75,HORIZONTAL
Notarius,notarius.legal,Tap to Tie,44,2,2.7,HORIZONTAL
Notarius,notarius.legal,vemeto GmbH,43,1,2.65,HORIZONTAL
GRÜN Software Group GmbH,gruen.net,CareLend,47,3,2.85,HORIZONTAL
GRÜN Software Group GmbH,gruen.net,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
GRÜN Software Group GmbH,gruen.net,HRlab,45,2,2.75,HORIZONTAL
GRÜN Software Group GmbH,gruen.net,Tap to Tie,44,2,2.7,HORIZONTAL
GRÜN Software Group GmbH,gruen.net,vemeto GmbH,43,1,2.65,HORIZONTAL
Rhenus Home Delivery,www.rhenus.group,CareLend,47,3,2.85,HORIZONTAL
Rhenus Home Delivery,www.rhenus.group,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Rhenus Home Delivery,www.rhenus.group,HRlab,45,2,2.75,HORIZONTAL
Rhenus Home Delivery,www.rhenus.group,Tap to Tie,44,2,2.7,HORIZONTAL
Rhenus Home Delivery,www.rhenus.group,vemeto GmbH,43,1,2.65,HORIZONTAL
SoftwarePartner GmbH,softwarepartner.net,CareLend,47,3,2.85,HORIZONTAL
SoftwarePartner GmbH,softwarepartner.net,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
SoftwarePartner GmbH,softwarepartner.net,HRlab,45,2,2.75,HORIZONTAL
SoftwarePartner GmbH,softwarepartner.net,Tap to Tie,44,2,2.7,HORIZONTAL
SoftwarePartner GmbH,softwarepartner.net,vemeto GmbH,43,1,2.65,HORIZONTAL
Wingcopter GmbH,www.wingcopter.com,CareLend,47,3,2.85,HORIZONTAL
Wingcopter GmbH,www.wingcopter.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Wingcopter GmbH,www.wingcopter.com,HRlab,45,2,2.75,HORIZONTAL
Wingcopter GmbH,www.wingcopter.com,Tap to Tie,44,2,2.7,HORIZONTAL
Wingcopter GmbH,www.wingcopter.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Sparck,https://sparcktechnologies.com/de,CareLend,47,3,2.85,HORIZONTAL
Sparck,https://sparcktechnologies.com/de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Sparck,https://sparcktechnologies.com/de,HRlab,45,2,2.75,HORIZONTAL
Sparck,https://sparcktechnologies.com/de,Tap to Tie,44,2,2.7,HORIZONTAL
Sparck,https://sparcktechnologies.com/de,vemeto GmbH,43,1,2.65,HORIZONTAL
BeneVit Gruppe,www.benevit.net,CareLend,47,3,2.85,HORIZONTAL
BeneVit Gruppe,www.benevit.net,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
BeneVit Gruppe,www.benevit.net,HRlab,45,2,2.75,HORIZONTAL
BeneVit Gruppe,www.benevit.net,Tap to Tie,44,2,2.7,HORIZONTAL
BeneVit Gruppe,www.benevit.net,vemeto GmbH,43,1,2.65,HORIZONTAL
Temedica GmbH,temedica.com,CareLend,47,3,2.85,HORIZONTAL
Temedica GmbH,temedica.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Temedica GmbH,temedica.com,HRlab,45,2,2.75,HORIZONTAL
Temedica GmbH,temedica.com,Tap to Tie,44,2,2.7,HORIZONTAL
Temedica GmbH,temedica.com,vemeto GmbH,43,1,2.65,HORIZONTAL
IQfy GmbH,iqfy.de,CareLend,47,3,2.85,HORIZONTAL
IQfy GmbH,iqfy.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
IQfy GmbH,iqfy.de,HRlab,45,2,2.75,HORIZONTAL
IQfy GmbH,iqfy.de,Tap to Tie,44,2,2.7,HORIZONTAL
IQfy GmbH,iqfy.de,vemeto GmbH,43,1,2.65,HORIZONTAL
Eyetec GmbH,eyetec.com,CareLend,47,3,2.85,HORIZONTAL
Eyetec GmbH,eyetec.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Eyetec GmbH,eyetec.com,HRlab,45,2,2.75,HORIZONTAL
Eyetec GmbH,eyetec.com,Tap to Tie,44,2,2.7,HORIZONTAL
Eyetec GmbH,eyetec.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Dr. Schumacher GmbH,schumacher-online.com,CareLend,47,3,2.85,HORIZONTAL
Dr. Schumacher GmbH,schumacher-online.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Dr. Schumacher GmbH,schumacher-online.com,HRlab,45,2,2.75,HORIZONTAL
Dr. Schumacher GmbH,schumacher-online.com,Tap to Tie,44,2,2.7,HORIZONTAL
Dr. Schumacher GmbH,schumacher-online.com,vemeto GmbH,43,1,2.65,HORIZONTAL
Cozero,https://www.cozero.io/,CareLend,47,3,2.85,HORIZONTAL
Cozero,https://www.cozero.io/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
Cozero,https://www.cozero.io/,HRlab,45,2,2.75,HORIZONTAL
Cozero,https://www.cozero.io/,Tap to Tie,44,2,2.7,HORIZONTAL
Cozero,https://www.cozero.io/,vemeto GmbH,43,1,2.65,HORIZONTAL
RIB eVergabe  RIB Software GmbH,rib-software.com,CareLend,47,3,2.85,HORIZONTAL
RIB eVergabe  RIB Software GmbH,rib-software.com,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
RIB eVergabe  RIB Software GmbH,rib-software.com,HRlab,45,2,2.75,HORIZONTAL
RIB eVergabe  RIB Software GmbH,rib-software.com,Tap to Tie,44,2,2.7,HORIZONTAL
RIB eVergabe  RIB Software GmbH,rib-software.com,vemeto GmbH,43,1,2.65,HORIZONTAL
AM GmbH,am-gmbh.de,CareLend,47,3,2.85,HORIZONTAL
AM GmbH,am-gmbh.de,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
AM GmbH,am-gmbh.de,HRlab,45,2,2.75,HORIZONTAL
AM GmbH,am-gmbh.de,Tap to Tie,44,2,2.7,HORIZONTAL
AM GmbH,am-gmbh.de,vemeto GmbH,43,1,2.65,HORIZONTAL
mernatix,https://www.merantix.com/,CareLend,47,3,2.85,HORIZONTAL
mernatix,https://www.merantix.com/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
mernatix,https://www.merantix.com/,HRlab,45,2,2.75,HORIZONTAL
mernatix,https://www.merantix.com/,Tap to Tie,44,2,2.7,HORIZONTAL
mernatix,https://www.merantix.com/,vemeto GmbH,43,1,2.65,HORIZONTAL
HOWDEN,https://www.howdengroup.com/,CareLend,47,3,2.85,HORIZONTAL
HOWDEN,https://www.howdengroup.com/,DIGI-BEL,46,5,2.8000000000000003,HORIZONTAL
HOWDEN,https://www.howdengroup.com/,HRlab,45,2,2.75,HORIZONTAL
HOWDEN,https://www.howdengroup.com/,Tap to Tie,44,2,2.7,HORIZONTAL
